id_grupo,id_grupo,Rendimiento,P24A,P24B,P24C,P24D,P24E,P24F,P24G,P24H,P25A,P25B,P25C,P25D,P25E,P25F,P30A,P30B,P30C,P30D,P30E,TITULAR,PP02_edad,PP04_antigdad,PP05_en_centro,PP10_retutor
16001,16001,1.5777486309631434,3.090909090909091,2.727272727272727,2.4761904761904763,2.6666666666666665,1.6363636363636365,3.782608695652174,3.6363636363636362,1.8636363636363635,3.409090909090909,2.142857142857143,2.0476190476190474,1.2380952380952381,1.7142857142857142,1.5714285714285714,1.7391304347826086,2.4782608695652173,2.391304347826087,2.260869565217391,2.1739130434782608,2,2.0,4.0,3.0,2.0
17000,17000,13.4279178246437,3.142857142857143,2.8181818181818183,2.9130434782608696,3.238095238095238,1.391304347826087,3.5217391304347827,3.130434782608696,1.5217391304347827,3.2916666666666665,2.4166666666666665,1.7826086956521738,1.5,1.2916666666666667,2.0869565217391304,1.5217391304347827,2.0869565217391304,2.1739130434782608,2.652173913043478,2.391304347826087,1,4.0,7.0,1.0,2.0
18002,18002,38.885137522272196,3.0,2.7,3.1,2.8,1.4,3.7,3.1,2.4545454545454546,3.090909090909091,2.5454545454545454,1.8181818181818181,1.4,1.8181818181818181,1.7272727272727273,1.5,2.2,2.1,2.6,2.5,1,2.0,2.0,1.0,2.0
20001,20001,6.003705536113451,2.8260869565217392,2.409090909090909,2.590909090909091,3.090909090909091,2.0869565217391304,3.6956521739130435,3.1363636363636362,1.9545454545454546,3.1739130434782608,2.4347826086956523,2.1363636363636362,1.2380952380952381,2.142857142857143,1.65,2.1818181818181817,2.409090909090909,2.6,2.238095238095238,2.5714285714285716,2,4.0,7.0,7.0,2.0
20002,20002,-1.2332324821176195,2.380952380952381,2.1904761904761907,2.2,2.5238095238095237,1.9,3.6818181818181817,3.0952380952380953,2.090909090909091,3.1363636363636362,2.727272727272727,2.142857142857143,1.2857142857142858,2.5454545454545454,1.4090909090909092,2.1818181818181817,2.409090909090909,2.409090909090909,2.272727272727273,2.772727272727273,2,3.0,5.0,5.0,1.0
21000,21000,-32.11219621583855,3.272727272727273,2.727272727272727,2.727272727272727,2.727272727272727,2.0,3.15,3.090909090909091,2.5,3.0454545454545454,2.272727272727273,2.090909090909091,1.9090909090909092,2.1818181818181817,1.7727272727272727,2.238095238095238,2.272727272727273,2.380952380952381,2.7,2.142857142857143,1,3.0,1.0,1.0,1.0
22000,22000,-28.1651356656071,3.142857142857143,2.6666666666666665,3.15,3.15,2.4285714285714284,3.6666666666666665,3.0476190476190474,2.238095238095238,3.3333333333333335,2.8,2.5714285714285716,1.65,1.9523809523809523,2.380952380952381,1.7619047619047619,2.6666666666666665,2.619047619047619,2.2,2.3157894736842106,2,3.0,1.0,1.0,2.0
23000,23000,-7.73791229045985,3.4761904761904763,2.761904761904762,3.45,3.761904761904762,2.0952380952380953,4.0,3.619047619047619,1.6666666666666667,3.8095238095238093,2.3333333333333335,2.0,1.380952380952381,1.5714285714285714,2.142857142857143,2.0476190476190474,2.8421052631578947,2.8095238095238093,2.619047619047619,2.6666666666666665,2,4.0,6.0,4.0,2.0
24001,24001,-26.643203062166826,2.8,2.7333333333333334,2.5714285714285716,2.9285714285714284,2.066666666666667,3.7333333333333334,2.8,2.1333333333333333,3.3333333333333335,2.6666666666666665,2.2666666666666666,1.3333333333333333,1.7333333333333334,2.0,1.8666666666666667,1.9333333333333333,2.3333333333333335,3.0,2.466666666666667,1,4.0,6.0,3.0,2.0
24002,24002,-34.16934317216443,2.6666666666666665,2.5833333333333335,2.6666666666666665,3.25,2.4166666666666665,3.1666666666666665,3.4166666666666665,2.3333333333333335,3.727272727272727,2.272727272727273,3.0,1.6363636363636365,1.3636363636363635,1.3636363636363635,2.1818181818181817,2.909090909090909,2.909090909090909,2.909090909090909,2.3636363636363638,1,4.0,6.0,4.0,1.0
25001,25001,36.017802166224705,3.130434782608696,2.260869565217391,2.652173913043478,3.5217391304347827,2.260869565217391,3.217391304347826,3.0869565217391304,2.1818181818181817,2.0434782608695654,3.0434782608695654,2.8260869565217392,1.3478260869565217,1.5217391304347827,1.391304347826087,2.6363636363636362,2.3181818181818183,2.3636363636363638,2.5714285714285716,2.1818181818181817,2,4.0,7.0,4.0,2.0
25002,25002,-7.266647968712266,2.875,2.5833333333333335,3.0434782608695654,3.1666666666666665,2.6956521739130435,3.375,3.25,2.0416666666666665,2.04,3.4,2.92,1.0416666666666667,1.72,1.72,2.76,2.44,2.44,2.36,2.36,2,4.0,7.0,5.0,2.0
26001,26001,44.823063459429534,2.8333333333333335,1.8333333333333333,2.9444444444444446,2.9411764705882355,1.6666666666666667,3.2777777777777777,3.4444444444444446,1.4705882352941178,3.5,2.0,2.111111111111111,1.7777777777777777,1.5,1.3888888888888888,1.5,2.0,1.8333333333333333,2.235294117647059,2.2777777777777777,2,4.0,7.0,7.0,2.0
27001,27001,-23.544191219932834,3.7,3.0,2.75,3.210526315789474,2.7,3.7777777777777777,3.2,2.75,3.619047619047619,3.0,2.95,1.8571428571428572,1.736842105263158,2.380952380952381,1.55,2.7,2.4,2.7,2.65,1,5.0,7.0,6.0,2.0
27002,27002,9.353019005748019,2.95,2.3,2.5,3.0,1.6842105263157894,3.8,3.0,2.736842105263158,3.5,2.9,2.65,1.45,1.55,2.2,1.75,2.75,2.5,2.5,2.7,1,3.0,4.0,2.0,2.0
28001,28001,-25.73340693991234,2.96,2.125,2.92,3.0833333333333335,1.6666666666666667,3.64,3.2083333333333335,2.3333333333333335,3.36,2.48,1.6666666666666667,1.2916666666666667,1.44,1.8,1.8695652173913044,2.5,2.3636363636363638,2.2857142857142856,2.3181818181818183,2,2.0,2.0,1.0,2.0
28002,28002,-36.23656953686537,3.125,2.6666666666666665,2.3333333333333335,2.76,1.5416666666666667,3.5416666666666665,2.7083333333333335,2.0,3.375,2.5833333333333335,2.0833333333333335,1.5416666666666667,1.5833333333333333,1.96,1.8,2.4,2.28,2.1538461538461537,2.32,2,2.0,1.0,1.0,2.0
29001,29001,22.13724220437952,3.05,2.5,2.75,3.3,1.95,3.7,3.2,1.7,3.05,2.45,2.15,1.25,1.45,1.45,2.1578947368421053,2.4210526315789473,2.1578947368421053,2.0,2.736842105263158,1,4.0,7.0,3.0,2.0
30002,30002,55.03124622463589,2.7,2.7,2.35,3.3333333333333335,1.6,3.75,3.5789473684210527,1.65,3.7,2.7,1.8571428571428572,1.45,1.55,1.95,2.6666666666666665,2.2222222222222223,2.3157894736842106,2.5555555555555554,2.5555555555555554,2,4.0,7.0,7.0,2.0
31001,31001,32.08503647226979,2.739130434782609,2.782608695652174,2.260869565217391,2.5652173913043477,1.6956521739130435,3.5454545454545454,3.0869565217391304,1.826086956521739,3.652173913043478,2.1739130434782608,2.0,1.2173913043478262,1.7272727272727273,1.8695652173913044,1.3043478260869565,2.0869565217391304,1.9565217391304348,2.217391304347826,2.4782608695652173,1,4.0,7.0,2.0,2.0
31002,31002,-11.197309202830601,3.3157894736842106,2.3684210526315788,2.736842105263158,3.1578947368421053,1.8421052631578947,3.4210526315789473,2.8947368421052633,1.4736842105263157,3.7,1.85,2.3,1.1578947368421053,1.1,2.1052631578947367,2.7,2.0,2.45,2.263157894736842,2.25,1,4.0,6.0,3.0,1.0
32000,32000,2.142611353468709,3.4285714285714284,2.6923076923076925,3.0,2.9285714285714284,2.142857142857143,3.857142857142857,2.7857142857142856,3.0714285714285716,3.7142857142857144,2.5,3.0714285714285716,1.5,1.6923076923076923,1.6923076923076923,1.7857142857142858,2.4285714285714284,2.357142857142857,2.7857142857142856,2.357142857142857,1,4.0,7.0,5.0,2.0
33001,33001,15.863528169968273,3.55,3.0,3.1,3.6,2.4,3.85,3.6,1.75,3.65,2.0,3.3,1.4,2.15,1.9,2.6,2.5,2.6,2.9,2.65,2,3.0,5.0,5.0,2.0
34000,34000,7.177701618356923,3.1,2.5,2.5,2.9,1.9,3.9,3.0,2.4,3.6,2.4,2.7,1.6,2.3,2.4,2.4,2.8,2.4,2.4,2.5,1,1.0,1.0,1.0,1.0
35000,35000,15.052251893071269,3.25,2.5833333333333335,2.9166666666666665,2.8333333333333335,1.6666666666666667,3.4166666666666665,2.9166666666666665,2.0833333333333335,3.3846153846153846,2.4615384615384617,2.0,1.6153846153846154,2.0833333333333335,1.9230769230769231,1.9230769230769231,2.1538461538461537,1.7692307692307692,2.230769230769231,2.6923076923076925,1,4.0,7.0,7.0,2.0
36000,36000,26.18506799317623,3.52,2.48,2.72,3.44,2.12,3.76,3.0416666666666665,2.0416666666666665,3.72,2.28,3.08,1.2916666666666667,2.4166666666666665,1.88,1.9166666666666667,2.5652173913043477,2.5416666666666665,2.4782608695652173,2.7083333333333335,1,4.0,7.0,6.0,2.0
37001,37001,-47.58940671414216,2.6875,2.1875,2.6666666666666665,3.0625,2.066666666666667,3.533333333333333,2.9285714285714284,2.3333333333333335,3.1333333333333333,2.2,1.8666666666666667,1.4,2.466666666666667,2.0714285714285716,2.533333333333333,2.066666666666667,2.066666666666667,2.3333333333333335,2.7333333333333334,2,1.0,2.0,2.0,1.0
37002,37002,-9.66530692219387,2.5,2.6,2.4615384615384617,2.7857142857142856,1.6923076923076923,3.857142857142857,3.357142857142857,1.9285714285714286,3.923076923076923,1.7692307692307692,1.7692307692307692,1.3846153846153846,2.4166666666666665,1.9230769230769231,2.3333333333333335,2.3333333333333335,2.5454545454545454,2.5454545454545454,2.3636363636363638,2,2.0,2.0,2.0,2.0
38001,38001,24.005182788523268,3.3333333333333335,2.1666666666666665,2.6666666666666665,3.235294117647059,1.6666666666666667,3.6666666666666665,2.8333333333333335,1.9444444444444444,3.3333333333333335,2.388888888888889,3.2222222222222223,1.3529411764705883,2.111111111111111,1.8333333333333333,2.111111111111111,2.3333333333333335,2.2222222222222223,2.3333333333333335,2.7222222222222223,1,4.0,7.0,3.0,2.0
39000,39000,-19.410906599090566,3.0,3.0833333333333335,2.4166666666666665,3.1538461538461537,1.5384615384615385,3.769230769230769,3.6923076923076925,1.5,3.5,2.5714285714285716,1.9285714285714286,1.3076923076923077,1.7692307692307692,1.5384615384615385,1.6153846153846154,2.0,2.6153846153846154,2.5833333333333335,2.6153846153846154,2,4.0,7.0,7.0,1.0
40000,40000,28.298189562977505,3.0526315789473686,2.6842105263157894,3.0,3.1052631578947367,1.631578947368421,3.736842105263158,3.210526315789474,1.5263157894736843,3.4210526315789473,2.789473684210526,1.631578947368421,1.631578947368421,1.8333333333333333,1.9473684210526316,1.6666666666666667,2.2222222222222223,2.2777777777777777,2.5555555555555554,2.4444444444444446,2,1.0,1.0,1.0,2.0
41000,41000,-8.568651868094683,3.0,2.736842105263158,2.9444444444444446,2.9444444444444446,1.8888888888888888,3.5789473684210527,3.5,1.3888888888888888,3.7222222222222223,2.789473684210526,2.2777777777777777,1.5555555555555556,1.7777777777777777,1.894736842105263,1.9411764705882353,2.235294117647059,2.235294117647059,2.6875,2.1176470588235294,2,4.0,7.0,7.0,1.0
42001,42001,37.973257743615434,3.4545454545454546,2.4545454545454546,2.772727272727273,2.8636363636363638,1.6818181818181819,3.0952380952380953,2.9523809523809526,1.8636363636363635,3.75,1.95,1.7894736842105263,1.4,1.894736842105263,2.0,1.8636363636363635,2.6818181818181817,2.4545454545454546,2.5454545454545454,2.227272727272727,1,4.0,6.0,2.0,2.0
42002,42002,6.098812364450734,3.2777777777777777,2.8333333333333335,2.611111111111111,3.5,1.8235294117647058,3.6666666666666665,2.8333333333333335,2.0588235294117645,3.6315789473684212,2.0526315789473686,2.0,1.4210526315789473,1.8421052631578947,2.1578947368421053,2.1052631578947367,2.6842105263157894,2.1052631578947367,2.3157894736842106,2.4210526315789473,1,4.0,7.0,3.0,2.0
43001,43001,-26.130647726868325,2.6875,3.1875,3.066666666666667,2.3125,2.176470588235294,3.6,2.5,2.9375,3.4705882352941178,2.25,1.9375,1.6875,1.6666666666666667,1.8125,2.2941176470588234,2.9375,2.466666666666667,2.3333333333333335,2.6666666666666665,1,2.0,4.0,2.0,1.0
43002,43002,-43.458469619451215,3.6153846153846154,2.1666666666666665,2.8181818181818183,2.909090909090909,2.272727272727273,3.0,2.6363636363636362,2.090909090909091,3.3333333333333335,2.5454545454545454,2.1,1.5454545454545454,1.9090909090909092,2.272727272727273,2.1818181818181817,2.5454545454545454,2.6363636363636362,2.6,2.5,1,5.0,7.0,2.0,1.0
44000,44000,42.742335401827646,3.3529411764705883,2.3529411764705883,2.9375,3.0,1.8235294117647058,3.5294117647058822,3.176470588235294,2.0,3.5294117647058822,2.176470588235294,3.411764705882353,1.2352941176470589,1.7058823529411764,1.7647058823529411,2.6666666666666665,2.5625,2.5,2.5,2.6875,1,1.0,1.0,1.0,1.0
45002,45002,-68.00568326867801,3.272727272727273,2.909090909090909,2.4545454545454546,2.590909090909091,2.1904761904761907,3.227272727272727,2.380952380952381,2.5714285714285716,3.1,2.85,2.473684210526316,1.9473684210526316,2.6,2.5,2.2,2.6,2.55,2.2,2.4210526315789473,1,2.0,3.0,1.0,1.0
47000,47000,31.49776762291144,2.466666666666667,3.142857142857143,2.8,2.3333333333333335,2.1333333333333333,3.8666666666666667,3.066666666666667,2.466666666666667,3.466666666666667,2.4,2.466666666666667,1.4666666666666666,2.1333333333333333,1.8666666666666667,1.8571428571428572,2.533333333333333,2.2142857142857144,2.357142857142857,2.357142857142857,1,4.0,6.0,2.0,2.0
48000,48000,0.740462407727775,2.9411764705882355,2.411764705882353,3.176470588235294,2.5294117647058822,1.8823529411764706,3.411764705882353,3.2941176470588234,2.1176470588235294,3.4705882352941178,1.8666666666666667,2.0588235294117645,1.7058823529411764,2.1176470588235294,1.7647058823529411,1.8823529411764706,2.2941176470588234,2.0,2.588235294117647,2.588235294117647,1,5.0,7.0,5.0,2.0
49001,49001,-55.599542798337254,2.0,2.375,2.625,2.5,2.5833333333333335,3.5,2.1666666666666665,2.4,2.5,1.8,1.9166666666666667,1.2916666666666667,2.6666666666666665,1.9583333333333333,1.875,2.4166666666666665,2.1666666666666665,2.2083333333333335,2.2083333333333335,2,3.0,5.0,3.0,2.0
50000,50000,-23.873089837593483,2.95,2.473684210526316,3.0,3.0,2.5,3.4,3.0526315789473686,1.85,3.1,2.5,1.55,1.3,1.8,1.8421052631578947,1.9473684210526316,2.7,2.8,2.75,2.3157894736842106,2,1.0,2.0,2.0,2.0
52001,52001,-54.774130158665905,3.4761904761904763,3.238095238095238,3.8636363636363638,3.772727272727273,2.1363636363636362,3.727272727272727,3.0454545454545454,2.6818181818181817,3.0454545454545454,2.727272727272727,3.0,1.7272727272727273,1.5,1.6818181818181819,2.227272727272727,2.6363636363636362,2.590909090909091,2.227272727272727,2.6818181818181817,1,3.0,5.0,1.0,2.0
53001,53001,-61.06109841908567,2.6153846153846154,3.6153846153846154,3.0384615384615383,2.269230769230769,3.269230769230769,3.923076923076923,2.5384615384615383,2.5,4.0,2.8076923076923075,2.0,1.0,1.4615384615384615,2.0,1.0384615384615385,2.5,2.8076923076923075,1.1153846153846154,2.3461538461538463,2,3.0,6.0,6.0,2.0
53002,53002,-54.18361611145474,2.130434782608696,3.217391304347826,2.727272727272727,2.130434782608696,2.1363636363636362,3.391304347826087,1.7391304347826086,3.0869565217391304,2.739130434782609,1.6956521739130435,2.130434782608696,1.3043478260869565,1.391304347826087,1.7826086956521738,2.0434782608695654,2.4782608695652173,2.260869565217391,1.826086956521739,2.1739130434782608,2,1.0,6.0,6.0,2.0
54001,54001,36.06388399082281,3.130434782608696,2.391304347826087,2.9130434782608696,3.391304347826087,1.5909090909090908,3.652173913043478,3.6363636363636362,1.3333333333333333,3.739130434782609,2.0,1.9130434782608696,1.1304347826086956,1.0869565217391304,1.7142857142857142,1.9130434782608696,2.5652173913043477,2.5652173913043477,2.5217391304347827,2.391304347826087,2,3.0,1.0,1.0,2.0
54002,54002,30.65300837484309,2.92,2.7916666666666665,2.76,3.28,3.0,3.72,3.3333333333333335,1.92,3.16,2.2,2.32,1.52,1.2083333333333333,1.8,2.0434782608695654,2.375,2.5416666666666665,2.2083333333333335,2.75,2,4.0,7.0,7.0,2.0
55001,55001,-22.25632646492476,3.1176470588235294,2.3529411764705883,2.588235294117647,3.2941176470588234,1.7647058823529411,3.6875,3.588235294117647,2.0,3.1875,2.1875,2.0,1.5625,1.9375,2.125,2.125,1.75,1.875,2.5625,2.25,1,4.0,7.0,5.0,1.0
55002,55002,34.5015228360751,3.125,2.1875,3.235294117647059,3.4375,2.0,3.625,3.5,1.625,3.625,2.4705882352941178,1.9333333333333333,1.25,2.1875,1.875,1.6470588235294117,2.5625,2.4375,2.4375,2.375,1,4.0,7.0,1.0,2.0
56000,56000,-29.362095882671905,2.95,2.4,2.736842105263158,2.6666666666666665,1.736842105263158,3.3684210526315788,2.6315789473684212,2.3157894736842106,2.9473684210526314,2.4210526315789473,1.5789473684210527,1.263157894736842,1.9473684210526316,1.736842105263158,1.8888888888888888,2.5,2.7777777777777777,2.5,2.3333333333333335,2,3.0,4.0,4.0,1.0
57001,57001,50.934635482097846,2.8461538461538463,2.36,2.88,2.72,2.48,3.8846153846153846,3.5384615384615383,1.3076923076923077,3.5,2.6923076923076925,3.0,1.3461538461538463,1.8461538461538463,1.8846153846153846,2.04,2.6,2.16,2.36,2.9166666666666665,2,5.0,7.0,7.0,2.0
57002,57002,28.735295155185465,3.1363636363636362,2.5238095238095237,2.5,3.0454545454545454,1.5909090909090908,3.7,3.380952380952381,1.7142857142857142,3.3043478260869565,3.0,2.727272727272727,1.7391304347826086,1.9090909090909092,1.6666666666666667,1.9565217391304348,2.5652173913043477,2.5217391304347827,2.608695652173913,2.6363636363636362,2,4.0,7.0,7.0,2.0
58002,58002,-30.703983666365655,3.1904761904761907,3.1,3.05,3.0952380952380953,1.8095238095238095,3.5238095238095237,3.0476190476190474,2.142857142857143,3.380952380952381,2.2857142857142856,2.0,1.0952380952380953,1.65,1.95,1.9523809523809523,2.6,2.3333333333333335,2.5238095238095237,2.2857142857142856,1,4.0,7.0,1.0,2.0
59000,59000,-31.598994100263713,3.230769230769231,2.5,2.5833333333333335,3.4,2.090909090909091,3.6,3.3,1.8,3.5384615384615383,2.909090909090909,2.5833333333333335,1.9,2.7,2.3636363636363638,1.8571428571428572,2.5384615384615383,2.4166666666666665,2.4166666666666665,2.25,1,2.0,2.0,1.0,1.0
60000,60000,19.177250441544277,2.764705882352941,2.0588235294117645,2.625,3.0588235294117645,1.9411764705882353,3.6875,3.4375,1.8125,3.4705882352941178,2.176470588235294,1.8,1.0625,2.3125,1.75,2.176470588235294,2.176470588235294,2.0588235294117645,2.6470588235294117,2.3529411764705883,2,2.0,3.0,3.0,2.0
61000,61000,-13.618939391026164,3.5,3.2,3.5,3.7,2.3,3.8,3.2,1.8,3.5454545454545454,2.6363636363636362,2.909090909090909,1.5454545454545454,2.3636363636363638,2.0,2.0,2.7,2.5,2.2,2.5,1,3.0,4.0,1.0,2.0
62000,62000,-44.36841031299367,2.909090909090909,2.0,2.0,2.9545454545454546,2.0,3.272727272727273,2.9545454545454546,2.0,4.0,1.9545454545454546,2.0,1.4545454545454546,2.0,1.9545454545454546,2.1363636363636362,2.3181818181818183,2.409090909090909,2.0952380952380953,2.3181818181818183,2,2.0,2.0,2.0,2.0
65002,65002,13.451267228460807,3.15,2.2,3.1,3.0,2.0,4.0,2.9,2.55,3.5,2.05,3.0,1.55,1.6,1.85,2.1,2.5,2.5,2.45,2.25,2,3.0,6.0,6.0,2.0
66001,66001,33.55700134706004,3.380952380952381,2.5238095238095237,3.0952380952380953,3.0,1.4761904761904763,3.7142857142857144,3.380952380952381,1.5714285714285714,3.5238095238095237,2.238095238095238,2.238095238095238,1.2857142857142858,1.4761904761904763,1.6666666666666667,1.85,2.75,2.5238095238095237,2.0952380952380953,2.5714285714285716,1,4.0,7.0,2.0,2.0
67000,67000,-24.211409187514022,3.625,3.2857142857142856,2.1666666666666665,3.8333333333333335,2.6666666666666665,3.857142857142857,3.1666666666666665,2.857142857142857,3.875,3.0,3.2857142857142856,2.25,2.857142857142857,3.0,1.1428571428571428,2.0,2.375,2.625,2.75,1,3.0,4.0,2.0,2.0
68002,68002,28.361066286309338,2.9130434782608696,2.5652173913043477,2.6363636363636362,2.782608695652174,1.5909090909090908,3.608695652173913,3.3043478260869565,1.9545454545454546,3.739130434782609,2.347826086956522,2.8260869565217392,1.4782608695652173,1.7391304347826086,1.9130434782608696,1.8695652173913044,2.5217391304347827,2.5652173913043477,2.5217391304347827,2.590909090909091,1,4.0,5.0,1.0,2.0
69001,69001,-12.480925013669275,2.7142857142857144,2.857142857142857,2.857142857142857,2.8666666666666667,1.8571428571428572,3.5,3.0714285714285716,2.4285714285714284,3.0714285714285716,2.6153846153846154,2.142857142857143,1.4285714285714286,2.5,2.4285714285714284,2.3333333333333335,2.8,2.6,2.533333333333333,2.3333333333333335,1,,,,
